open_rev_id,page_id,namespace,page_title,open_ts
1142359435,2832597,1,Coat_of_arms_of_Lithuania,20230302000109
1142426396,3706897,4,Village_pump_(proposals),20230302090110
1142531106,986140,4,Village_pump_(policy),20230302230108
1142565867,52301069,1,Trumpism,20230303040113
1142643829,52925057,1,Helms_Amendment_to_the_Foreign_Assistance_Act,20230303160113
1142845796,73205141,5,Naming_conventions_(conflicts_and_protests),20230304180114
1142868120,5149102,4,Administrators'_noticeboard,20230304200110
1142918265,4113937,1,Free_Democratic_Party,20230305010110
1143108106,475564,5,WikiProject_Television,20230306000108
1143108139,73006619,1,Sanctioned_Suicide,20230306000116
1143332008,65348,1,Michael_Jackson,20230307030108
1143455684,70575114,1,Libs_of_TikTok,20230307210115
1143463473,103259,1,Biodiversity,20230307220108
1143470351,45360795,1,Kaja_Kallas,20230307230112
1143497695,65348,1,Michael_Jackson,20230308030107
1143513363,103259,1,Biodiversity,20230308060108
1143566354,8806462,11,WikiProject_Jewish_history,20230308150111
1143643889,173833,5,Manual_of_Style/Biography,20230309010108
1143702920,19217485,1,Media_portrayals_of_bisexuality,20230309110112
1143799813,145913,5,WikiProject_Albums,20230310000108
1143991299,87847,1,Minneapolis,20230311050115
1143991307,159496,1,Wolfgang_Amadeus_Mozart,20230311050118
1143991313,672300,1,Timurid_Empire,20230311050122
1143991316,5101819,1,Haematopoiesis,20230311050126
1144117213,6399943,5,WikiProject_Royalty_and_Nobility,20230311230118
1144189779,8457095,1,The_Pirates_of_Dark_Water,20230312090119
1144194936,2770526,5,WikiProject_Politics,20230312100117
1144194950,72077127,1,Hurricane_Orlene_(2022),20230312100124
1144310604,73226524,1,Deep_Learning_(South_Park),20230313010124
1144414592,6453926,1,Ke_Huy_Quan,20230313170118
1144423494,70539394,1,Florida_Parental_Rights_in_Education_Act,20230313180122
1144451464,62755640,1,COVID-19_pandemic,20230313210122
1144569175,44048373,11,Infobox_military_conflict,20230314120123
1144602588,515840,1,Charismatic_authority,20230314160116
1144649517,3433959,1,United_States,20230314210118
1144649529,33036815,1,Chris_Bart,20230314210124
1144699137,8683422,1,LGBTQ_rights_in_Norway,20230315030118
1144745153,3380,5,WikiProject_Elements,20230315100114
1144765507,3380,5,WikiProject_Elements,20230315130114
1144765530,72821016,11,Infobox_Indian_state_or_territory,20230315130127
1144995694,14695,1,Israel,20230316180115
1145003766,14933777,1,Kosovo,20230316190119
1145073321,6383933,1,David_Johnston_(governor_general),20230317040118
1145081934,3531734,1,Rod_Steiger,20230317050119
1145101251,570793,1,Donald_Trump,20230317080116
1145160229,102711,1,Moldova,20230317160118
1145160232,1381218,5,Wikipedia_Signpost,20230317160122
1145274849,37399275,1,Barin_uprising,20230318060125
1145343016,72208170,1,Hurricane_Nicole_(2022),20230318170126
1145447838,986140,4,Village_pump_(policy),20230319060121
1145483030,425905,5,Speedy_deletion,20230319110119
1145532733,15072729,1,Big_Six_(law_firms),20230319170123
1145549210,28288358,1,Eye_movement_desensitization_and_reprocessing,20230319190124
1145592153,432926,5,No_original_research,20230320000120
1145708839,73331649,4,Requests_for_comment/Using_maps_as_sources,20230320150127
1145863563,73325132,1,Amritpal_Singh,20230321120127
1146053254,4102044,1,Mount_Lu,20230322140122
1146053265,58248508,1,"Guling,_Jiangxi",20230322140126
1146061051,39964718,1,Movement_for_the_Self-Determination_of_Kabylia,20230322150124
1146085252,72908354,1,Chloe_Cole,20230322180126
1146128106,8558585,1,List_of_historical_acts_of_tax_resistance,20230322230122
1146162706,58248508,1,"Guling,_Jiangxi",20230323040125
1146168571,4102044,1,Mount_Lu,20230323050122
1146399818,720336,1,Atomic_bombings_of_Hiroshima_and_Nagasaki,20230324170120
1146479413,986140,4,Village_pump_(policy),20230325040121
1146569720,49508629,1,Jeon_Somi,20230325180125
1146646302,1113794,1,Australia,20230326040121
1146646318,72544388,1,Tornadoes_of_2023,20230326040127
1146651834,72544388,1,Tornadoes_of_2023,20230326050127
1146717048,406415,1,Gene_Kelly,20230326150119
1146767954,190806,1,Charles_II_of_England,20230326210118
1146783256,468983,1,Man,20230326230119
1146948920,1659622,5,Did_you_know,20230327230121
1147073482,314505,1,Pornography_addiction,20230328180120
1147097977,23412806,1,List_of_ports_in_Great_Britain,20230328210131
1147147824,4123120,1,Scott_Adams,20230329040122
1147158777,986140,4,Village_pump_(policy),20230329060121
1147176573,11424955,4,Reliable_sources/Noticeboard,20230329090125
1147176592,33125369,2,Sole_Soul/Tool2,20230329090129
1147202267,173833,5,Manual_of_Style/Biography,20230329130118
1147275881,6703634,1,Aberdyfi,20230329220123
1147338501,857196,1,People's_Mojahedin_Organization_of_Iran,20230330090120
1147361360,30382888,5,WikiProject_Pakistani_politics,20230330130125
1147405583,3935604,5,WikiProject_Boxing,20230330190122
1147440151,21361,1,New_Zealand,20230331000148
1147465633,10067396,11,Australian_elections,20230331040124
1147543393,15949209,1,Christopher_Columbus,20230331170124
1147558960,54164636,1,Murders_of_Abigail_Williams_and_Liberty_German,20230331190126
