open_rev_id,page_id,namespace,page_title,open_ts
1162895562,25967213,1,Daher_Kodiak,20230701190124
1162981186,44732602,1,PragerU,20230702070115
1163070392,986140,4,Village_pump_(policy),20230702200111
1163273411,37961792,1,Frontiers_in_Psychology,20230703230111
1163371410,55624,1,Labour_Party_(UK),20230704140107
1163597110,31176153,11,Infobox_civil_conflict,20230705180111
1163829382,40829216,1,ANO_2011,20230706170114
1163869461,11424955,4,Reliable_sources/Noticeboard,20230706210109
1163905087,4547492,5,WikiProject_Fungi,20230707020123
1163913730,986140,4,Village_pump_(policy),20230707030123
1163913734,986140,4,Village_pump_(policy),20230707030127
1163974116,63079308,1,Sound_of_Freedom_(film),20230707110112
1163997932,16900544,5,CheckUser,20230707140110
1164054520,986140,4,Village_pump_(policy),20230707190109
1164065630,4725720,5,Manual_of_Style/Capital_letters,20230707200125
1164180267,3706897,4,Village_pump_(proposals),20230708070125
1164322382,72858129,1,Isla_Bryson_case,20230708200142
1164357322,10474568,1,Tredegar,20230708230121
1164357331,40109492,1,Land,20230708230123
1164428488,1108272,1,JoJo_(singer),20230709060140
1164454898,30587852,1,Ben_Roberts-Smith,20230709090121
1164517840,17949978,1,Richard_Wagner,20230709160111
1164539544,9694738,11,WikiProject_banner_shell,20230709180156
1164589355,3850406,5,Manual_of_Style/Abbreviations,20230709230110
1164720374,50298749,1,List_of_Oceanian_countries_by_area,20230710180144
1164737599,2791175,1,Angela_Lansbury,20230710200140
1164737616,30161206,11,Marvel_Cinematic_Universe,20230710200144
1164752573,11424955,4,Reliable_sources/Noticeboard,20230710220156
1164798800,5914176,1,Sergei_Starostin,20230711050141
1164880838,21140283,1,Hunter_Biden,20230711170127
1164888281,21140283,1,Hunter_Biden,20230711180112
1164895428,42621062,1,Vox_(political_party),20230711190112
1164935158,4669241,5,WikiProject_Hong_Kong,20230712010111
1164962027,13125562,1,Acts_of_Peter_and_the_Twelve,20230712050141
1165028149,11424955,4,Reliable_sources/Noticeboard,20230712150113
1165049331,1826769,1,Red_Hat_Enterprise_Linux,20230712180109
1165117779,6308526,1,Stanley_Holloway,20230713030125
1165139069,425905,5,Speedy_deletion,20230713070108
1165161168,173833,5,Manual_of_Style/Biography,20230713110108
1165238947,57561367,1,Juan_Branco,20230713220117
1165289913,4501972,1,Lordi,20230714070118
1165410458,7822975,1,Perpetual_stew,20230715010120
1165453503,1056755,1,Marie_Antoinette,20230715080118
1165464891,943101,1,Kyoto,20230715100118
1165526901,4791756,1,Teller_(magician),20230715190119
1165598852,31403301,1,Gilgo_Beach_serial_killings,20230716060121
1165631261,7258774,1,Vinoy_Hotel,20230716120120
1165652290,11424955,4,Reliable_sources/Noticeboard,20230716150120
1165709835,349019,1,Felix_Mendelssohn,20230716230118
1165735259,30587852,1,Ben_Roberts-Smith,20230717030125
1165748480,20251988,1,Family_of_Joe_Biden,20230717050121
1165907411,1516569,1,Gavin_Newsom,20230718050133
1165966176,2033651,1,Daya_Mata,20230718150204
1165981229,20411885,1,Arabs,20230718170151
1166052955,72418954,1,2023_Pacific_typhoon_season,20230719030322
1166063823,4669241,5,WikiProject_Hong_Kong,20230719050334
1166117330,72974996,1,Gays_Against_Groomers,20230719130607
1166134582,1192217,11,Infobox_company,20230719150233
1166341543,485175,1,Triboelectric_effect,20230720230148
1166347402,71347799,1,2023_FIFA_Women's_World_Cup_broadcasting_rights,20230721000455
1166412460,24897105,1,Nazi_Germany,20230721110206
1166451550,40370,5,What_Wikipedia_is_not,20230721170302
1166472767,48166413,1,Anti_(album),20230721200240
1166629019,526875,1,List_of_rulers_of_Provence,20230722200519
1166677558,9898984,5,Route_diagram_template,20230723030523
1166816052,68682332,1,Squirrel_Scouts_(The_Scout_Association),20230723230211
1166907545,64582221,1,Together_for_Catalonia_(2020),20230724140254
1166929182,11424955,4,Reliable_sources/Noticeboard,20230724170238
1166936972,19954446,1,Operation_Windsor,20230724180338
1167377600,64666543,1,Alliance_for_the_Union_of_Romanians,20230727110117
1167479885,5517302,1,Uchronia,20230728010214
1167561732,5871655,1,Bengal_Presidency,20230728140132
1167568824,44109851,1,Qin_Gang,20230728150202
1167817772,29366609,1,History_of_the_Jews_in_South_Korea,20230730020118
1167888951,73718554,1,Killing_of_Jordan_Neely,20230730130121
1167888954,74202828,1,Barbenheimer,20230730130125
1167941230,1278223,5,Noticeboard_for_India-related_topics,20230730200116
1168076286,1278223,5,Noticeboard_for_India-related_topics,20230731170122
