open_rev_id,page_id,namespace,page_title,open_ts
640473285,36925245,1,Phineas_and_Ferb_season_4,20150101050026
640633979,416109,1,Fractional-reserve_banking,20150102100026
640732517,281401,1,"Mobile,_Alabama",20150103010022
640789163,4634212,1,The_Israel_Lobby_and_U.S._Foreign_Policy,20150103120034
640806373,1979679,1,Hubert_Walter,20150103150034
640884534,16047429,1,G._Edward_Griffin,20150104020025
640890810,12286073,1,List_of_YouTubers,20150104030022
640915498,75059,1,Manhattan,20150104080019
640915510,1284596,1,"Jersey_City,_New_Jersey",20150104080024
640915519,1340525,5,WikiProject_New_York_City,20150104080027
640971123,17369587,1,Slavic_speakers_of_Greek_Macedonia,20150104180034
640997970,7640,1,Traditional_Chinese_medicine,20150104220020
641026267,3775623,1,Economy_of_Iran,20150105020022
641032022,19323368,1,Age_disparity_in_sexual_relationships,20150105030024
641087859,19323368,1,Age_disparity_in_sexual_relationships,20150105140026
641197171,22745302,1,Christ_myth_theory,20150106060029
641272640,3851163,1,Libertarianism,20150106180027
641280231,43529737,1,Killing_of_Michael_Brown,20150106190034
641331240,4566490,1,Roger_Scruton,20150107010025
641417749,739736,1,Aamir_Khan,20150107140026
641436440,6383662,1,David_Kay,20150107160034
641514160,264982,1,Abortion_debate,20150108020023
641532265,28133518,1,Dabangg,20150108050030
641598825,19268320,1,War_on_terror,20150108170030
641720566,573608,1,73_(number),20150109120023
641751796,249851,1,Same-sex_marriage_in_the_United_States,20150109170024
641808361,24928187,1,Osama_bin_Laden,20150110010047
641825569,6481247,5,Harassment,20150110040027
641865338,14864,1,Islamic_calendar,20150110130032
641882635,6164765,5,Manual_of_Style/Islam-related_articles,20150110160038
641905558,12568194,1,Magnum_Crimen,20150110190023
641959597,44938110,1,Women's_rights_in_2014,20150111030042
641978535,2965171,1,Babalawo,20150111070019
641986879,7640,1,Traditional_Chinese_medicine,20150111090025
641997780,25126820,1,Louis_Lesser,20150111110031
642051469,512605,1,Economic_growth,20150111200027
642051493,40496798,1,George_Zimmerman,20150111200039
642141225,45025256,5,Article_titles/Archive_50,20150112110031
642192255,25126820,1,Louis_Lesser,20150112190032
642321454,1437697,11,Infobox_officeholder,20150113160026
642321466,14749231,1,White_Mexicans,20150113160033
642328485,1437697,11,Infobox_officeholder,20150113170041
642484718,2478692,1,"Charleston,_South_Carolina",20150114180028
642491940,39546736,1,Bhutanese_passport,20150114190031
642499367,3775623,1,Economy_of_Iran,20150114200028
642507440,14695,1,Israel,20150114210025
642507468,38393818,0,Netduino,20150114210035
642670129,1115731,1,Rejection_of_evolution_by_religious_groups,20150115230023
642677397,18636805,1,Nikola_Tesla,20150116000039
642693477,44969271,1,Charlie_Hebdo_shooting,20150116020027
642779658,1684546,1,Pope_Francis,20150116160019
642779691,30977995,1,Campus_sexual_assault,20150116160028
642875795,15278274,1,New_York_City,20150117070027
642935084,17896511,1,Mustang,20150117180024
643092363,14695,1,Israel,20150118200020
643101659,1865348,1,Public_Ivy,20150118210023
643133699,37546166,11,Socialism_US,20150119010028
643158151,1699669,1,Half-mast,20150119050024
643173333,39112473,11,Prostitution_in_Canada,20150119080027
643183505,31329826,1,The_Weeknd,20150119100113
643240596,34272070,1,Chris_Kyle,20150119190034
643285799,9540869,1,RTI_International,20150120000029
643309394,43530066,1,Arab_Winter,20150120030032
643431073,24101289,4,External_links/Noticeboard,20150120220031
