open_rev_id,page_id,namespace,page_title,open_ts
812981143,586865,1,List_of_current_United_States_senators,20171201010111
813000653,40370,5,What_Wikipedia_is_not,20171201040111
813000661,1812406,1,Peter_Popoff,20171201040117
813000673,9488808,5,Notability_(organizations_and_companies),20171201040122
813033962,505922,1,"Buffalo,_New_York",20171201100109
813133826,466441,1,BMW,20171202000127
813159995,5006,1,Benito_Mussolini,20171202040114
813166547,21968900,1,Tom_Hiddleston,20171202050119
813212255,5464055,1,Emily_Thornberry,20171202130113
813295315,5573865,1,Fatima_(disambiguation),20171202230113
813356008,11234158,1,"Meghan,_Duchess_of_Sussex",20171203070124
813549654,41688779,1,Brexit,20171204010117
813558000,39340985,1,Demisexual,20171204020115
813581792,6119856,1,Robert_Mueller,20171204050116
813581794,6119856,1,Robert_Mueller,20171204050117
813581798,6119856,1,Robert_Mueller,20171204050119
813596746,5573865,1,Fatima_(disambiguation),20171204070112
813627383,30046920,1,Bitcoin,20171204120120
813698167,5573865,1,Fatima_(disambiguation),20171204200112
813698176,9014340,1,Tudeh_Party_of_Iran,20171204200116
813718987,3301390,5,"BOLD,_revert,_discuss_cycle",20171204220116
813719017,22862073,1,Hair's_breadth,20171204220124
813774328,1871823,5,WikiProject_Templates,20171205050112
813774337,3031187,1,Kashmir_conflict,20171205050115
813844495,42163399,1,List_of_Marvel_Cinematic_Universe_films,20171205150120
813844498,50553132,1,Kingsman:_The_Golden_Circle,20171205150122
813870995,61564,1,Monopoly_(game),20171205180109
813871014,3031187,1,Kashmir_conflict,20171205180115
813927876,42912818,1,Zoë_Quinn,20171206000120
813951281,5204,1,Canada,20171206030108
813973390,151679,1,National_Rifle_Association,20171206060111
814017789,9014340,1,Tudeh_Party_of_Iran,20171206130119
814042715,16189,1,Jerusalem,20171206160110
814042731,986140,4,Village_pump_(policy),20171206160118
814079649,55552069,1,MeToo_movement,20171206200131
814199560,14695,1,Israel,20171207120111
814199578,25090788,11,Million-plus_agglomerations_in_India,20171207120122
814249305,45700622,1,Arrowverse,20171207180121
814362138,3706897,4,Village_pump_(proposals),20171208100114
814362251,55967220,1,Istvaeonic_languages,20171208100240
814422095,23778100,1,Only_Connect,20171208190118
814448010,15299,1,Intelligent_design,20171208220110
814448031,4581714,1,Bosnian_pyramid_claims,20171208220115
814448048,21438556,5,Be_bold,20171208220121
814499647,986140,4,Village_pump_(policy),20171209050200
814638570,1049392,1,Useful_idiot,20171210010114
814824724,279583,1,Manzanar,20171211040115
814870358,4583814,1,Richard_Sakwa,20171211120121
814908680,9263965,1,Josephine_Butler,20171211170116
814938431,511674,1,Robert_E._Lee,20171211200112
814993626,986140,4,Village_pump_(policy),20171212030126
814993644,52547545,1,Russian_interference_in_the_2016_United_States_elections,20171212030135
815042351,54309800,1,Danica_Roem,20171212120130
815042362,56017080,1,United_States_recognition_of_Jerusalem_as_capital_of_Israel,20171212120135
815102699,2108072,1,Matt_Lauer,20171212200115
815144870,22638429,11,Yesno,20171213010117
815144874,56017080,1,United_States_recognition_of_Jerusalem_as_capital_of_Israel,20171213010121
815167662,5351,1,List_of_sovereign_states,20171213050109
815262830,48676,1,Ponzi_scheme,20171213200111
815262847,10141126,1,Gungnae,20171213200119
815262852,12902061,1,Hwando,20171213200122
815278090,33547695,1,Spire_Credit_Union,20171213220118
815299287,1461798,1,Reba_McEntire,20171214010139
815299290,1736393,1,Toby_Keith,20171214010141
815299296,3556228,1,Trace_Adkins,20171214010142
815299301,5370303,1,Miranda_Lambert,20171214010144
815357320,20839949,1,List_of_current_NFL_starting_quarterbacks,20171214100118
815357325,29937567,1,The_Bible_and_violence,20171214100120
815394912,11442997,5,Categorizing_redirects,20171214160118
815404778,3337319,1,Targeted_killing,20171214170124
815420903,14695,1,Israel,20171214190109
815464261,52098918,1,More_Life,20171215000150
815511581,27552806,1,Southeast_European_Cooperative_Initiative,20171215080147
815527159,1225233,1,Bruno_Bettelheim,20171215110116
815621817,6625887,1,Slobodan_Praljak,20171216000120
815656931,533136,1,Thomas_Guide,20171216060112
815702514,152418,1,Austrian_People's_Party,20171216150114
815702521,914261,1,George_Pell,20171216150117
815749204,7351243,1,Zeila,20171216220119
815763792,152418,1,Austrian_People's_Party,20171217000118
815763798,331919,1,Balkans,20171217000119
815991602,175063,1,Cary_Grant,20171218150115
816028600,6718247,5,WikiProject_Formula_One,20171218200122
816070659,42331,1,International_System_of_Units,20171219020114
816162715,403720,0,Digraphs_and_trigraphs_(programming),20171219180115
816245862,45982,1,Swastika,20171220050116
816275966,38770945,1,Alternative_for_Germany,20171220100121
816287198,38770945,1,Alternative_for_Germany,20171220120121
816339372,18978748,1,Birth_control,20171220190119
816339376,44466663,1,Star_Wars:_The_Last_Jedi,20171220190122
816364293,56017080,1,United_States_recognition_of_Jerusalem_as_capital_of_Israel,20171220220121
816381412,86741,5,Administrators,20171221000112
816407403,47581718,5,Paid-contribution_disclosure,20171221040120
816418999,55967432,1,Apple_Maggot_Quarantine_Area,20171221060122
816423796,27463706,5,Record_charts,20171221070116
816531145,20880085,1,Game_of_Thrones,20171221230120
816542863,1015853,4,Village_pump_(miscellaneous),20171222010114
816564960,20880085,1,Game_of_Thrones,20171222050117
816613345,52547545,1,Russian_interference_in_the_2016_United_States_elections,20171222140122
816626213,5562082,1,White_House_press_corps,20171222160116
816647780,75321,5,Manual_of_Style,20171222190111
816700562,232633,1,Orchestral_Manoeuvres_in_the_Dark,20171223030111
816955691,2999260,15,Years_by_country,20171225000116
