open_rev_id,page_id,namespace,page_title,open_ts
584005141,7489931,1,Asma_al-Assad,20131201040050
584110519,4493486,1,São_Paulo_Forum,20131201210031
584134327,3433959,1,United_States,20131202000046
584252881,1025831,1,Holodomor,20131202200021
584277582,229024,1,Teenage_pregnancy,20131202230023
584277633,23733605,1,Graph_partition,20131202230105
584343561,28610085,5,WikiProject_Latin_music,20131203100047
584459728,27691242,1,The_Walking_Dead_(TV_series),20131204020044
584521512,484163,1,Liberty_University,20131204140048
584546160,75321,5,Manual_of_Style,20131204170059
584546179,75321,5,Manual_of_Style,20131204170105
584546247,8434295,1,Air_Force_Office_of_Special_Investigations,20131204170131
584555280,6446561,1,Carol_of_the_Bells,20131204180149
584617343,12665775,1,Browning_Citori,20131205010204
584623252,1512076,1,Australia_men's_national_soccer_team,20131205020222
584623292,41273800,4,Proposed_deletion_of_biographies_of_living_people/RfC:_Change_duration_from_10_to_7_days,20131205020248
584663592,391243,1,Merkin,20131205090139
584668216,947750,1,BP,20131205100256
584696627,61336,1,The_Simpsons,20131205150102
584739681,39591306,4,Username_policy/RFC,20131205200151
584797305,37766375,1,Photography_Is_Not_a_Crime,20131206040151
584867163,1628887,1,Sino-Roman_relations,20131206170040
584901910,101698,1,Thomas_Jefferson,20131206210043
585097644,31740266,1,Knockout_game,20131208080131
585365174,41312030,1,Bill_Greiner,20131210010046
585378258,4551476,1,Armenian_Americans,20131210030050
585462920,6628290,1,Stephen_H._Webb,20131210180047
585654559,2121407,1,Quranism,20131211220037
585709534,3706897,4,Village_pump_(proposals),20131212070041
585783249,5030553,1,Main_Page,20131212190042
585801781,13774362,1,Mayer_Brown,20131212210045
585827853,1766950,1,Egalitarianism,20131213000039
585911999,5292175,1,Vought_F4U_Corsair,20131213150050
586001257,1918254,5,WikiProject_Anatomy,20131214040106
586057554,10436845,1,Bangladesh_Liberation_War,20131214160046
586163652,6551,1,Claude_Monet,20131215090020
586201467,6712401,1,Pacific_Solution,20131215160048
586201488,13859741,11,Documentation,20131215160057
586201505,32462851,1,Mount_Cuthbert_and_Dobbyn_railway_lines,20131215160103
586209398,6712401,1,Pacific_Solution,20131215170042
586218083,6435862,1,Jacque_Fresco,20131215180047
586255755,13514310,1,Hungarian_passport,20131215230052
586324554,690923,1,Origin_of_the_Romanians,20131216120033
586361697,66571,1,Gun_control,20131216170022
586409434,6730007,1,Diverging_diamond_interchange,20131216230051
586600367,11543841,1,Wolf_attack,20131218060132
586605227,1789380,1,Sasanian_Empire,20131218070044
586623705,1789380,1,Sasanian_Empire,20131218110037
586714641,11547670,5,WikiProject_Articles_for_creation,20131219000104
586736904,986140,4,Village_pump_(policy),20131219040038
586758549,543919,1,Muhammad,20131219080038
586782075,41342719,5,Drafts,20131219130100
586803116,3365565,1,Jesus,20131219160049
586823749,26161404,1,Futanari,20131219190058
586902081,11151,1,Surnames_by_country,20131220050023
586924284,1789380,1,Sasanian_Empire,20131220090105
586992162,633731,1,Alter_ego,20131220190130
586992234,986140,4,Village_pump_(policy),20131220190159
586992530,9577382,1,Paul_Singer,20131220190447
587056653,40692129,1,Jay_Cost,20131221050116
587061135,9577382,1,Paul_Singer,20131221060044
587070204,1789380,1,Sasanian_Empire,20131221080041
587108522,19220661,1,2003_in_Afghanistan,20131221160110
587128035,8274176,1,Nutation,20131221190105
587154841,22046678,11,Marriage,20131221230054
587196660,3030325,1,Producerism,20131222070037
587250628,1640243,1,Union_of_South_Africa,20131222170033
587258353,2308150,1,Royal_National_Lifeboat_Institution,20131222180030
587312166,4773009,5,Arbitration_Committee,20131223020030
587343779,41438980,4,Article_Incubator/RfC_to_close_down_Incubator,20131223080046
587388407,21175373,1,Saib_Tabrizi,20131223160141
587410174,38275462,4,WikiProject_Council/Proposals/Nicki_Minaj,20131223190048
587410184,39740609,4,WikiProject_Council/Proposals/The_Voice,20131223190053
587410194,40401665,4,WikiProject_Council/Proposals/Miley_Cyrus_(2nd_nomination),20131223190056
587432816,24260448,1,Martha_Nell_Smith,20131223220045
587461106,15087626,1,Electronic_cigarette,20131224030055
587492114,7318428,5,Notability_(people),20131224090041
587685846,1644242,11,Main,20131226010028
587953977,189815,5,Manual_of_Style/Dates_and_numbers,20131227190030
588013436,41472601,5,WikiProject_Medicine/RFC_on_medical_disclaimer,20131228030139
588013446,41472601,5,WikiProject_Medicine/RFC_on_medical_disclaimer,20131228030143
588042334,27928920,1,International_Lyme_and_Associated_Diseases_Society,20131228080058
588069114,189815,5,Manual_of_Style/Dates_and_numbers,20131228140022
588101030,6473791,1,Album,20131228190054
588157218,37744702,1,2014_Michigan_gubernatorial_election,20131229030124
588173502,153213,1,Pantheism,20131229060028
588237247,39765349,1,In_a_World...,20131229180127
588253341,986140,4,Village_pump_(policy),20131229200027
588253407,2584369,5,Non-free_content,20131229200047
588271299,7084780,1,Coat_of_arms_of_Egypt,20131229220056
588278482,34597630,1,The_Hobbit:_An_Unexpected_Journey,20131229230114
588305937,10363378,1,Sharon_Presley,20131230030115
588469491,5950834,9,Histlegend,20131231040058
588474548,41422497,4,WikiProject_Medicine/RFC_on_medical_disclaimer,20131231050049
588474551,41468472,4,Possibly_unfree_files/2013_December_27,20131231050053
588506321,2738004,1,Smoke_testing_(mechanical),20131231110032
588566180,35965786,1,German_acupuncture_trials,20131231200049
588579788,1866855,11,Infobox_single,20131231220033
588579859,35965786,1,German_acupuncture_trials,20131231220106
